Regional,Ano,Mês,Data,Ocorrência,Solicitação,Endereço,Bairro,Localidade,mE,mN,Grau de Risco,Data da Ação,Tipo da Ação,Observação
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Nádia, 213",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Nádia, 226 A",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Nádia, 226",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Nádia, 228",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Nádia, 208 A",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Nádia, 03",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Nádia, 159",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Nádia, 338",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Nádia, 115",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua dos Craveiros, 136",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua dos Craveiros, 21",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Alice Tibiriça, 250 B",Campina do Barreto,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Rio Morno, 12",Linha do Tiro,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Rio Morno, 11",Linha do Tiro,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Rio Morno, 11 A",Linha do Tiro,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Rio Morno, 09",Linha do Tiro,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Rio Morno, 08",Linha do Tiro,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Rio Morno, 724",Linha do Tiro,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Rio Morno, 28",Linha do Tiro,,,,R1,30/4/2014,Atendimento Social,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Vistoria Setor Alagado,"Rua Nádia, 227 B",Campina do Barreto,,,,R1,30/4/2014,Análise Visual Estrutural,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Vistoria Setor Alagado,"Rua Nádia, 150",Campina do Barreto,,,,R1,30/4/2014,Análise Visual Estrutural,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Vistoria Setor Alagado,"Rua Nádia, 221 B",Campina do Barreto,,,,R1,30/4/2014,Análise Visual Estrutural,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Vistoria Setor Alagado,"Rua Rio Tinto, 96",Linha do Tiro,,,,R1,30/4/2014,Análise Visual Estrutural,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Vistoria Setor Alagado,"Rua Rio Morno, 26",Linha do Tiro,,,,R1,30/4/2014,Análise Visual Estrutural,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Vistoria Setor Alagado,"Rua Rio Morno, 51",Linha do Tiro,,,,R1,30/4/2014,Análise Visual Estrutural,
Planície,2014,Abril,30/4/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Rio Morno, 31",Linha do Tiro,,,,R1,30/4/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,6/5/2014,Alagamentos,Monitoramento,"Rua Rio Tinto, 96 - Rio Morno",Linha do Tiro,,,,R1,6/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,12/5/2014,Alagamentos,Monitoramento Alagado,Rua Pe Henrique,Várzea,,283747,9110049,R1,12/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,12/5/2014,Alagamentos,Monitoramento Alagado,Rua Pe Henrique,Várzea,,283783,9110069,R1,12/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,12/5/2014,Alagamentos,Monitoramento Alagado,Beco do Óleo,Várzea,,283939,8110249,R1,12/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,12/5/2014,Alagamentos,Monitoramento Alagado,Beco do Óleo,Várzea,,283990,9110315,R1,12/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,12/5/2014,Alagamentos,Monitoramento Alagado,Rua 15 de Novembro,Várzea,,283975,9110421,R1,12/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,13/5/2014,Alagamentos,Monitoramento Alagado,Loteamento Novo Caxangá,Várzea,,,,R1,13/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,13/5/2014,Alagamentos,Monitoramento Alagado,Loteamento Nova Morada,Várzea,,,,R1,13/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,14/5/2014,Imóveis Alagados,Monitoramento Alagado,Rua Deputado Adalberto Guerra Loteamento Nova Morada,Várzea,,284793,9112131,R1,14/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,14/5/2014,Imóveis Alagados,Monitoramento Alagado,Rua Deputado Adalberto Guerra Loteamento Nova Morada,Várzea,,284923,9112166,R1,14/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,14/5/2014,Imóveis Alagados,Monitoramento Alagado,Rua Deputado Adalberto Guerra Loteamento Nova Morada,Várzea,,285098,9112163,R1,14/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,14/5/2014,Imóveis Alagados,Monitoramento Alagado,Rua Deputado Adalberto Guerra Loteamento Nova Morada,Várzea,,285098,9112163,R1,14/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,14/5/2014,Imóveis Alagados,Monitoramento Alagado,Rua Ribeiro Pessoa,Caxangá,,284441,9112693,R1,14/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,14/5/2014,Imóveis Alagados,Monitoramento Alagado,Rua Albérico Glásner da Rocha Comunidade Nova Caxangá,Caxangá,,284263,9112664,R1,14/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,14/5/2014,Imóveis Alagados,Monitoramento Alagado,Rua Albérico Glásner da Rocha Comunidade Nova Caxangá,Caxangá,,284233,9112613,R1,14/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,15/5/2014,Imóveis Alagados,Monitoramento,Vila São João,Apipucos,,,,R1,15/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,22/5/2014,Alagamentos,Monitoramento Alagado,Rua Presidente Kennedy Rio Beberibe,Porto da Madeira,,289971,9114420,R1,22/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,22/5/2014,Alagamentos,Monitoramento Alagado,1a Travessa Trindade Henrique Próximo 255 Beira Rio,Beberibe,,,,R1,22/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,22/5/2014,Alagamentos,Monitoramento Alagado,Rua Trindade Henrique Próximo Ao 255,Beberibe,,291711,9114726,R1,22/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,22/5/2014,Alagamentos,Monitoramento Alagado,Rua Cortez Na Frente do 231 Comunidade Dalva de Oliveira,Beberibe,,291716,9114732,R1,22/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,22/5/2014,Alagamentos,Monitoramento Alagado,"Av. Monteiro Em Frente Ao 115, 115 A",Beberibe,,292036,91145040,R1,22/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,22/5/2014,Alagamentos,Monitoramento Alagado,Rua Arão Botler,Cajueiro,,292045,9114544,R1,22/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 139",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 131",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 138",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 116",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 2120",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 1801",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, S/N",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 1751",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 1426",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 1309",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 1451",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 1451 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 1451 C",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 1401",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 140 B",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 141",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 1371",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 64",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 70",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 77",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 95 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 95 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 94",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 116 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 102",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 102 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 112",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 112 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 112 B",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 115",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 120",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 180",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 174",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 51",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 175 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 175",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 48",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 48 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 42",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, S/N",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 145",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 40 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 40",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 37",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 37 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 32",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 33 C",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 127",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 130 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 134",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 421",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 342",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, S/N",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 38 A",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Rio Morno, 60",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 97",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 91",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 90",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 89",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 88",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 87",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 86",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 85",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 84",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 83",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 81",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Setor Alagado,"Rua Guarani, 351",Linha do Tiro,,,,R1,29/5/2014,Análise Visual Estrutural,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Alagado,Rua Rio Morno - Em frente ao 116,Linha do Tiro,,289814,9114414,R1,29/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Alagado,Rua Rio Morno - Em frente ao 1451,Linha do Tiro,,289863,9114422,R1,29/5/2014,Mapeamento de Área de Risco,
Planície,2014,Maio,29/5/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Rio Morno, Prox. 102",Linha do Tiro,,289898,9114442,R1,29/5/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,3/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Othon Bezerra de Melo,Casa Forte,,287083,9112424,R1,3/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,3/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua 19 de Abril,Casa Forte,,287291,9112066,R1,3/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,3/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Tapacurá,Casa Forte,,287490,9111862,R1,3/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,3/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Tapacurá,Casa Forte,,287509,9111800,R1,3/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,3/6/2014,Imóveis Alagados,Monitoramento Alagado,Comunidade Vila Esperança,Casa Forte,,287389,9111984,R1,3/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,3/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Marechal Bitencourt,Casa Forte,,287828,9111012,R1,3/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,3/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Marechal Bitencourt,Casa Forte,,287877,9110882,R1,3/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,3/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Mussu,Casa Forte,,,,R1,3/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,5/6/2014,Imóveis Alagados,Monitoramento Alagado,"Av, Flor de Santana",Casa Forte,,288876,9111548,R1,5/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,5/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Lemos de Torres No Campo,Casa Forte,,2888894,9111468,R1,5/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,5/6/2014,Imóveis Alagados,Monitoramento Alagado,Trav. Lemos Torres - Próximo Ao Imóvel 238,Casa Forte,,288940,9111450,R1,5/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,5/6/2014,Imóveis Alagados,Monitoramento Alagado,4a Travessa Lemos Torres,Casa Forte,,288959,9111406,R1,5/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,5/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Lemos de Torres - No Início Com A Av. 17 de Agosto,Casa Forte,,288979,9111240,R1,5/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,6/6/2014,Imóveis Alagados,Monitoramento Alagado,Comunidade Airton Sena Na Ponte,Casa Forte,,287210,9112096,R1,6/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,6/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Cinco de Agosto,Casa Forte,,286952,9112144,R1,6/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,6/6/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Sucupira, 450 Favela do Detran",Iputinga,,286335,9112066,R1,6/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,6/6/2014,Imóveis Alagados,Monitoramento Alagado,"Rua Sebastião Souza, 122 Favela do Detran",Iputinga,,286198,9112030,R1,6/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,6/6/2014,Imóveis Alagados,Monitoramento Alagado,Rua Sebastião Souza - Começo da Br,Iputinga,,285918,9112038,R1,6/6/2014,Mapeamento de Área de Risco,
Planície,2014,Junho,26/6/2014,Alagamentos,Monitoramento Alagado,Comunidade Sapo Nú,Totó,,,,R1,26/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,26/6/2014,Alagamentos,Monitoramento Alagado,Comunidade Vila Arraes,Várzea,,,,R1,26/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,26/6/2014,Alagamentos,Monitoramento Alagado,Novo Caxangá,Caxangá,,,,R1,26/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,26/6/2014,Alagamentos,Monitoramento Alagado,Beco do Óleo,Várzea,,,,R1,26/6/2014,Atendimento Social,
Planície,2014,Junho,26/6/2014,Alagamentos,Monitoramento Alagado,Canal de Guarulhos,Jd. São Paulo,,,,R1,26/6/2014,Atendimento Social,
Planície,2014,Junho,26/6/2014,Alagamentos,Monitoramento Alagado,Rua dos Craveiros,Campina do Barreto,,,,R1,26/6/2014,Atendimento Social,
Planície,2014,Junho,26/6/2014,Alagamentos,Monitoramento Alagado,Rio Morno,Linha do Tiro,,,,R1,26/6/2014,Atendimento Social,
Planície,2014,Junho,26/6/2014,Alagamentos,Monitoramento Alagado,Rua Rio Moxotó,Ibura de Baixo,,,,R1,26/6/2014,,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 119",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 85",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 110",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 10",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 119 B",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 15",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 22 A",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, S/N",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, S/N",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
Planície,2014,Junho,27/6/2014,Alagamentos,Monitoramento Alagado,"Rua Rio Moxotó, 505",Ibura de Baixo,,,,R1,27/6/2014,Análise Visual Estrutural,
